TransferID,Date,OriginFacilityID,DestinationFacilityID,ProductID,TransferPallets,SupplyChainFlow
STO04567,2025-01-16,F03,F04,P071,213.0,EU to EU Internal
STO04568,2025-01-20,F03,F04,P072,91.0,EU to EU Internal
STO04569,2025-01-17,F03,F04,P073,100.0,EU to EU Internal
STO04570,2025-01-22,F03,F04,P074,27.0,EU to EU Internal
STO04571,2025-01-18,F03,F04,P075,27.0,EU to EU Internal
STO04572,2025-01-17,F03,F04,P076,67.0,EU to EU Internal
STO04573,2025-01-14,F03,F04,P077,90.0,EU to EU Internal
STO04574,2025-01-21,F03,F04,P078,35.0,EU to EU Internal
STO04575,2025-01-23,F03,F04,P079,85.0,EU to EU Internal
STO04576,2025-01-16,F03,F04,P080,16.0,EU to EU Internal
STO04577,2025-01-20,F03,F04,P081,189.0,EU to EU Internal
STO04578,2025-01-20,F03,F04,P082,160.0,EU to EU Internal
STO04579,2025-01-17,F03,F04,P083,4.0,EU to EU Internal
STO04580,2025-01-18,F03,F04,P084,127.0,EU to EU Internal
STO04581,2025-01-24,F03,F04,P085,103.0,EU to EU Internal
STO04582,2025-01-16,F03,F04,P086,48.0,EU to EU Internal
STO04583,2025-01-11,F03,F04,P087,68.0,EU to EU Internal
STO04584,2025-01-11,F03,F04,P088,65.0,EU to EU Internal
STO04585,2025-01-19,F03,F04,P089,7.0,EU to EU Internal
STO04586,2025-01-17,F03,F04,P091,109.0,EU to EU Internal
STO04587,2025-01-18,F03,F04,P092,83.0,EU to EU Internal
STO04588,2025-01-21,F03,F04,P093,93.0,EU to EU Internal
STO04589,2025-01-16,F03,F04,P094,233.0,EU to EU Internal
STO04590,2025-01-12,F03,F04,P095,56.0,EU to EU Internal
STO04591,2025-01-23,F03,F04,P096,96.0,EU to EU Internal
STO04592,2025-01-23,F03,F04,P097,152.0,EU to EU Internal
STO04593,2025-01-11,F03,F04,P098,170.0,EU to EU Internal
STO04594,2025-01-19,F03,F04,P099,204.0,EU to EU Internal
STO04595,2025-01-21,F03,F04,P100,9.0,EU to EU Internal
STO04596,2025-01-22,F01,F05,P003,20.0,EU to EU Internal
STO04597,2025-01-20,F01,F05,P005,14.0,EU to EU Internal
STO04598,2025-01-22,F01,F05,P007,18.0,EU to EU Internal
STO04599,2025-01-13,F01,F05,P008,17.0,EU to EU Internal
STO04600,2025-01-18,F01,F05,P009,57.0,EU to EU Internal
STO04601,2025-01-21,F01,F05,P010,4.0,EU to EU Internal
STO04602,2025-01-13,F01,F05,P011,81.0,EU to EU Internal
STO04603,2025-01-11,F01,F05,P012,16.0,EU to EU Internal
STO04604,2025-01-22,F01,F05,P014,7.0,EU to EU Internal
STO04605,2025-01-15,F01,F05,P015,71.0,EU to EU Internal
STO04606,2025-01-12,F01,F05,P017,8.0,EU to EU Internal
STO04607,2025-01-19,F01,F05,P018,9.0,EU to EU Internal
STO04608,2025-01-11,F01,F05,P019,16.0,EU to EU Internal
STO04609,2025-01-20,F01,F05,P020,70.0,EU to EU Internal
STO04610,2025-01-19,F01,F05,P021,29.0,EU to EU Internal
STO04611,2025-01-18,F01,F05,P022,13.0,EU to EU Internal
STO04612,2025-01-14,F01,F05,P023,26.0,EU to EU Internal
STO04613,2025-01-21,F01,F05,P024,22.0,EU to EU Internal
STO04614,2025-01-24,F01,F05,P025,4.0,EU to EU Internal
STO04615,2025-01-14,F01,F05,P026,10.0,EU to EU Internal
STO04616,2025-01-12,F01,F05,P028,28.0,EU to EU Internal
STO04617,2025-01-15,F01,F05,P029,4.0,EU to EU Internal
STO04618,2025-01-19,F01,F05,P030,40.0,EU to EU Internal
STO04619,2025-01-20,F01,F05,P032,14.0,EU to EU Internal
STO04620,2025-01-17,F01,F05,P034,26.0,EU to EU Internal
STO04621,2025-01-19,F01,F05,P035,30.0,EU to EU Internal
STO04622,2025-01-21,F01,F05,P037,15.0,EU to EU Internal
STO04623,2025-01-17,F01,F05,P038,24.0,EU to EU Internal
STO04624,2025-01-11,F01,F05,P039,47.0,EU to EU Internal
STO04625,2025-01-11,F01,F05,P041,6.0,EU to EU Internal
STO04626,2025-01-19,F01,F05,P042,27.0,EU to EU Internal
STO04627,2025-01-14,F01,F05,P043,3.0,EU to EU Internal
STO04628,2025-01-24,F01,F05,P044,64.0,EU to EU Internal
STO04629,2025-01-16,F01,F05,P045,23.0,EU to EU Internal
STO04630,2025-01-13,F01,F05,P046,30.0,EU to EU Internal
STO04631,2025-01-19,F01,F05,P047,21.0,EU to EU Internal
STO04632,2025-01-13,F01,F05,P048,46.0,EU to EU Internal
STO04633,2025-01-20,F01,F05,P049,12.0,EU to EU Internal
STO04634,2025-01-24,F01,F05,P050,15.0,EU to EU Internal
STO04635,2025-01-20,F01,F05,P051,18.0,EU to EU Internal
STO04636,2025-01-23,F01,F05,P052,29.0,EU to EU Internal
STO04637,2025-01-14,F01,F05,P055,3.0,EU to EU Internal
STO04638,2025-01-14,F01,F05,P056,18.0,EU to EU Internal
STO04639,2025-01-14,F01,F05,P057,55.0,EU to EU Internal
STO04640,2025-01-17,F01,F05,P059,85.0,EU to EU Internal
STO04641,2025-01-21,F01,F05,P061,32.0,EU to EU Internal
STO04642,2025-01-14,F01,F05,P062,14.0,EU to EU Internal
STO04643,2025-01-12,F01,F05,P063,12.0,EU to EU Internal
STO04644,2025-01-24,F01,F05,P064,16.0,EU to EU Internal
STO04645,2025-01-17,F01,F05,P065,26.0,EU to EU Internal
STO04646,2025-01-23,F01,F05,P067,23.0,EU to EU Internal
STO04647,2025-01-23,F01,F05,P069,6.0,EU to EU Internal
STO04648,2025-01-21,F01,F05,P070,79.0,EU to EU Internal
STO04649,2025-01-22,F01,F05,P071,20.0,EU to EU Internal
STO04650,2025-01-22,F01,F05,P072,15.0,EU to EU Internal
STO04651,2025-01-18,F01,F05,P073,26.0,EU to EU Internal
STO04652,2025-01-20,F01,F05,P076,35.0,EU to EU Internal
STO04653,2025-01-17,F01,F05,P077,25.0,EU to EU Internal
STO04654,2025-01-18,F01,F05,P079,35.0,EU to EU Internal
STO04655,2025-01-21,F01,F05,P080,20.0,EU to EU Internal
STO04656,2025-01-20,F01,F05,P081,102.0,EU to EU Internal
STO04657,2025-01-17,F01,F05,P083,4.0,EU to EU Internal
STO04658,2025-01-15,F01,F05,P084,21.0,EU to EU Internal
STO04659,2025-01-15,F01,F05,P085,25.0,EU to EU Internal
STO04660,2025-01-17,F01,F05,P086,37.0,EU to EU Internal
STO04661,2025-01-23,F01,F05,P087,75.0,EU to EU Internal
STO04662,2025-01-12,F01,F05,P088,22.0,EU to EU Internal
STO04663,2025-01-18,F01,F05,P089,44.0,EU to EU Internal
STO04664,2025-01-14,F01,F05,P090,12.0,EU to EU Internal
STO04665,2025-01-20,F01,F05,P091,24.0,EU to EU Internal
STO04666,2025-01-14,F01,F05,P092,43.0,EU to EU Internal
STO04667,2025-01-20,F01,F05,P093,65.0,EU to EU Internal
STO04668,2025-01-11,F01,F05,P095,2.0,EU to EU Internal
STO04669,2025-01-22,F01,F05,P096,19.0,EU to EU Internal
STO04670,2025-01-17,F01,F05,P097,139.0,EU to EU Internal
STO04671,2025-01-18,F01,F05,P099,6.0,EU to EU Internal
STO04672,2025-01-13,F01,F06,P001,71.0,EU to EU Internal
STO04673,2025-01-15,F01,F06,P002,39.0,EU to EU Internal
STO04674,2025-01-12,F01,F06,P003,13.0,EU to EU Internal
STO04675,2025-01-18,F01,F06,P004,140.0,EU to EU Internal
STO04676,2025-01-14,F01,F06,P005,57.0,EU to EU Internal
STO04677,2025-01-17,F01,F06,P006,40.0,EU to EU Internal
STO04678,2025-01-11,F01,F06,P007,42.0,EU to EU Internal
STO04679,2025-01-21,F01,F06,P008,41.0,EU to EU Internal
STO04680,2025-01-20,F01,F06,P009,72.0,EU to EU Internal
STO04681,2025-01-15,F01,F06,P010,74.0,EU to EU Internal
STO04682,2025-01-13,F01,F06,P011,109.0,EU to EU Internal
STO04683,2025-01-20,F01,F06,P012,39.0,EU to EU Internal
STO04684,2025-01-24,F01,F06,P013,1.0,EU to EU Internal
STO04685,2025-01-22,F01,F06,P014,50.0,EU to EU Internal
STO04686,2025-01-15,F01,F06,P015,43.0,EU to EU Internal
STO04687,2025-01-12,F01,F06,P016,97.0,EU to EU Internal
STO04688,2025-01-24,F01,F06,P017,31.0,EU to EU Internal
STO04689,2025-01-21,F01,F06,P018,45.0,EU to EU Internal
STO04690,2025-01-12,F01,F06,P019,91.0,EU to EU Internal
STO04691,2025-01-22,F01,F06,P020,80.0,EU to EU Internal
STO04692,2025-01-16,F01,F06,P021,45.0,EU to EU Internal
STO04693,2025-01-13,F01,F06,P022,83.0,EU to EU Internal
STO04694,2025-01-18,F01,F06,P023,67.0,EU to EU Internal
STO04695,2025-01-14,F01,F06,P024,26.0,EU to EU Internal
STO04696,2025-01-21,F01,F06,P025,85.0,EU to EU Internal
STO04697,2025-01-22,F01,F06,P026,13.0,EU to EU Internal
STO04698,2025-01-16,F01,F06,P027,106.0,EU to EU Internal
STO04699,2025-01-18,F01,F06,P028,48.0,EU to EU Internal
STO04700,2025-01-20,F01,F06,P029,35.0,EU to EU Internal
STO04701,2025-01-23,F01,F06,P030,19.0,EU to EU Internal
STO04702,2025-01-20,F01,F06,P031,190.0,EU to EU Internal
STO04703,2025-01-16,F01,F06,P032,46.0,EU to EU Internal
STO04704,2025-01-20,F01,F06,P033,56.0,EU to EU Internal
STO04705,2025-01-13,F01,F06,P034,57.0,EU to EU Internal
STO04706,2025-01-17,F01,F06,P035,32.0,EU to EU Internal
STO04707,2025-01-13,F01,F06,P036,36.0,EU to EU Internal
STO04708,2025-01-17,F01,F06,P037,32.0,EU to EU Internal
STO04709,2025-01-13,F01,F06,P038,39.0,EU to EU Internal
STO04710,2025-01-20,F01,F06,P039,71.0,EU to EU Internal
STO04711,2025-01-12,F01,F06,P040,36.0,EU to EU Internal
STO04712,2025-01-16,F01,F06,P041,24.0,EU to EU Internal
STO04713,2025-01-11,F01,F06,P042,61.0,EU to EU Internal
STO04714,2025-01-14,F01,F06,P043,12.0,EU to EU Internal
STO04715,2025-01-21,F01,F06,P044,53.0,EU to EU Internal
STO04716,2025-01-11,F01,F06,P045,45.0,EU to EU Internal
STO04717,2025-01-13,F01,F06,P046,89.0,EU to EU Internal
STO04718,2025-01-13,F01,F06,P047,44.0,EU to EU Internal
STO04719,2025-01-20,F01,F06,P048,100.0,EU to EU Internal
STO04720,2025-01-14,F01,F06,P049,47.0,EU to EU Internal
STO04721,2025-01-24,F01,F06,P050,107.0,EU to EU Internal
STO04722,2025-01-15,F01,F06,P051,114.0,EU to EU Internal
STO04723,2025-01-14,F01,F06,P052,50.0,EU to EU Internal
STO04724,2025-01-14,F01,F06,P053,25.0,EU to EU Internal
STO04725,2025-01-20,F01,F06,P054,27.0,EU to EU Internal
STO04726,2025-01-22,F01,F06,P055,19.0,EU to EU Internal
STO04727,2025-01-19,F01,F06,P056,15.0,EU to EU Internal
STO04728,2025-01-13,F01,F06,P057,92.0,EU to EU Internal
STO04729,2025-01-22,F01,F06,P058,69.0,EU to EU Internal
STO04730,2025-01-20,F01,F06,P059,32.0,EU to EU Internal
STO04731,2025-01-15,F01,F06,P060,25.0,EU to EU Internal
STO04732,2025-01-22,F01,F06,P061,65.0,EU to EU Internal
STO04733,2025-01-18,F01,F06,P062,49.0,EU to EU Internal
STO04734,2025-01-24,F01,F06,P063,73.0,EU to EU Internal
STO04735,2025-01-16,F01,F06,P064,56.0,EU to EU Internal
STO04736,2025-01-19,F01,F06,P065,72.0,EU to EU Internal
STO04737,2025-01-17,F01,F06,P066,18.0,EU to EU Internal
STO04738,2025-01-19,F01,F06,P067,19.0,EU to EU Internal
STO04739,2025-01-24,F01,F06,P068,50.0,EU to EU Internal
STO04740,2025-01-11,F01,F06,P069,44.0,EU to EU Internal
STO04741,2025-01-14,F01,F06,P070,26.0,EU to EU Internal
STO04742,2025-01-21,F01,F06,P071,34.0,EU to EU Internal
STO04743,2025-01-23,F01,F06,P072,77.0,EU to EU Internal
STO04744,2025-01-11,F01,F06,P073,79.0,EU to EU Internal
STO04745,2025-01-20,F01,F06,P074,39.0,EU to EU Internal
STO04746,2025-01-17,F01,F06,P075,33.0,EU to EU Internal
STO04747,2025-01-20,F01,F06,P076,83.0,EU to EU Internal
STO04748,2025-01-18,F01,F06,P077,102.0,EU to EU Internal
STO04749,2025-01-24,F01,F06,P078,10.0,EU to EU Internal
STO04750,2025-01-15,F01,F06,P079,32.0,EU to EU Internal
STO04751,2025-01-19,F01,F06,P080,32.0,EU to EU Internal
STO04752,2025-01-23,F01,F06,P081,109.0,EU to EU Internal
STO04753,2025-01-20,F01,F06,P082,121.0,EU to EU Internal
STO04754,2025-01-22,F01,F06,P083,17.0,EU to EU Internal
STO04755,2025-01-16,F01,F06,P084,16.0,EU to EU Internal
STO04756,2025-01-18,F01,F06,P085,48.0,EU to EU Internal
STO04757,2025-01-14,F01,F06,P086,66.0,EU to EU Internal
STO04758,2025-01-14,F01,F06,P087,46.0,EU to EU Internal
STO04759,2025-01-13,F01,F06,P088,44.0,EU to EU Internal
STO04760,2025-01-21,F01,F06,P089,97.0,EU to EU Internal
STO04761,2025-01-21,F01,F06,P090,23.0,EU to EU Internal
STO04762,2025-01-18,F01,F06,P091,38.0,EU to EU Internal
STO04763,2025-01-23,F01,F06,P092,78.0,EU to EU Internal
STO04764,2025-01-20,F01,F06,P093,114.0,EU to EU Internal
STO04765,2025-01-24,F01,F06,P094,85.0,EU to EU Internal
STO04766,2025-01-20,F01,F06,P095,62.0,EU to EU Internal
STO04767,2025-01-15,F01,F06,P096,48.0,EU to EU Internal
STO04768,2025-01-13,F01,F06,P097,206.0,EU to EU Internal
STO04769,2025-01-18,F01,F06,P098,99.0,EU to EU Internal
STO04770,2025-01-17,F01,F06,P099,49.0,EU to EU Internal
STO04771,2025-01-13,F01,F06,P100,47.0,EU to EU Internal
STO04772,2025-02-21,F03,F02,P001,55.0,EU to EU Internal
STO04773,2025-02-15,F03,F02,P002,22.0,EU to EU Internal
STO04774,2025-02-18,F03,F02,P003,43.0,EU to EU Internal
STO04775,2025-02-08,F03,F02,P004,208.0,EU to EU Internal
STO04776,2025-02-08,F03,F02,P005,47.0,EU to EU Internal
STO04777,2025-02-12,F03,F02,P006,11.0,EU to EU Internal
STO04778,2025-02-10,F03,F02,P008,19.0,EU to EU Internal
STO04779,2025-02-21,F03,F02,P009,8.0,EU to EU Internal
STO04780,2025-02-10,F03,F02,P010,56.0,EU to EU Internal
STO04781,2025-02-21,F03,F02,P011,24.0,EU to EU Internal
STO04782,2025-02-13,F03,F02,P012,6.0,EU to EU Internal
STO04783,2025-02-08,F03,F02,P013,24.0,EU to EU Internal
STO04784,2025-02-09,F03,F02,P014,85.0,EU to EU Internal
STO04785,2025-02-18,F03,F02,P015,12.0,EU to EU Internal
STO04786,2025-02-09,F03,F02,P016,94.0,EU to EU Internal
STO04787,2025-02-20,F03,F02,P018,42.0,EU to EU Internal
STO04788,2025-02-19,F03,F02,P019,95.0,EU to EU Internal
STO04789,2025-02-21,F03,F02,P020,7.0,EU to EU Internal
STO04790,2025-02-12,F03,F02,P021,66.0,EU to EU Internal
STO04791,2025-02-12,F03,F02,P022,51.0,EU to EU Internal
STO04792,2025-02-16,F03,F02,P023,71.0,EU to EU Internal
STO04793,2025-02-09,F03,F02,P024,53.0,EU to EU Internal
STO04794,2025-02-13,F03,F02,P026,32.0,EU to EU Internal
STO04795,2025-02-08,F03,F02,P027,54.0,EU to EU Internal
STO04796,2025-02-14,F03,F02,P028,68.0,EU to EU Internal
STO04797,2025-02-09,F03,F02,P029,63.0,EU to EU Internal
STO04798,2025-02-13,F03,F02,P030,46.0,EU to EU Internal
STO04799,2025-02-16,F03,F02,P031,132.0,EU to EU Internal
STO04800,2025-02-09,F03,F02,P033,16.0,EU to EU Internal
STO04801,2025-02-15,F03,F02,P034,36.0,EU to EU Internal
STO04802,2025-02-13,F03,F02,P035,21.0,EU to EU Internal
STO04803,2025-02-20,F03,F02,P036,73.0,EU to EU Internal
STO04804,2025-02-21,F03,F02,P037,25.0,EU to EU Internal
STO04805,2025-02-12,F03,F02,P038,111.0,EU to EU Internal
STO04806,2025-02-08,F03,F02,P039,20.0,EU to EU Internal
STO04807,2025-02-20,F03,F02,P041,27.0,EU to EU Internal
STO04808,2025-02-21,F03,F02,P042,37.0,EU to EU Internal
STO04809,2025-02-09,F03,F02,P043,103.0,EU to EU Internal
STO04810,2025-02-13,F03,F02,P044,3.0,EU to EU Internal
STO04811,2025-02-11,F03,F02,P045,24.0,EU to EU Internal
STO04812,2025-02-20,F03,F02,P046,48.0,EU to EU Internal
STO04813,2025-02-14,F03,F02,P047,151.0,EU to EU Internal
STO04814,2025-02-14,F03,F02,P048,45.0,EU to EU Internal
STO04815,2025-02-21,F03,F02,P049,26.0,EU to EU Internal
STO04816,2025-02-10,F03,F02,P050,49.0,EU to EU Internal
STO04817,2025-02-14,F03,F02,P051,57.0,EU to EU Internal
STO04818,2025-02-18,F03,F02,P052,4.0,EU to EU Internal
STO04819,2025-02-08,F03,F02,P053,31.0,EU to EU Internal
STO04820,2025-02-11,F03,F02,P054,16.0,EU to EU Internal
STO04821,2025-02-20,F03,F02,P055,16.0,EU to EU Internal
STO04822,2025-02-21,F03,F02,P056,87.0,EU to EU Internal
STO04823,2025-02-15,F03,F02,P057,99.0,EU to EU Internal
STO04824,2025-02-19,F03,F02,P058,34.0,EU to EU Internal
STO04825,2025-02-14,F03,F02,P059,27.0,EU to EU Internal
STO04826,2025-02-19,F03,F02,P060,33.0,EU to EU Internal
STO04827,2025-02-13,F03,F02,P061,87.0,EU to EU Internal
STO04828,2025-02-08,F03,F02,P062,51.0,EU to EU Internal
STO04829,2025-02-21,F03,F02,P063,87.0,EU to EU Internal
STO04830,2025-02-12,F03,F02,P064,15.0,EU to EU Internal
STO04831,2025-02-12,F03,F02,P065,92.0,EU to EU Internal
STO04832,2025-02-18,F03,F02,P067,7.0,EU to EU Internal
STO04833,2025-02-16,F03,F02,P068,27.0,EU to EU Internal
STO04834,2025-02-10,F03,F02,P069,41.0,EU to EU Internal
STO04835,2025-02-17,F03,F02,P070,90.0,EU to EU Internal
STO04836,2025-02-21,F03,F02,P071,19.0,EU to EU Internal
STO04837,2025-02-21,F03,F02,P072,7.0,EU to EU Internal
STO04838,2025-02-21,F03,F02,P073,8.0,EU to EU Internal
STO04839,2025-02-08,F03,F02,P074,8.0,EU to EU Internal
STO04840,2025-02-12,F03,F02,P075,34.0,EU to EU Internal
STO04841,2025-02-18,F03,F02,P076,32.0,EU to EU Internal
STO04842,2025-02-20,F03,F02,P077,97.0,EU to EU Internal
STO04843,2025-02-15,F03,F02,P079,52.0,EU to EU Internal
STO04844,2025-02-21,F03,F02,P080,21.0,EU to EU Internal
STO04845,2025-02-08,F03,F02,P081,156.0,EU to EU Internal
STO04846,2025-02-20,F03,F02,P082,35.0,EU to EU Internal
STO04847,2025-02-13,F03,F02,P084,15.0,EU to EU Internal
STO04848,2025-02-13,F03,F02,P085,57.0,EU to EU Internal
STO04849,2025-02-15,F03,F02,P086,58.0,EU to EU Internal
STO04850,2025-02-12,F03,F02,P087,83.0,EU to EU Internal
STO04851,2025-02-18,F03,F02,P088,33.0,EU to EU Internal
STO04852,2025-02-11,F03,F02,P089,25.0,EU to EU Internal
STO04853,2025-02-09,F03,F02,P091,16.0,EU to EU Internal
STO04854,2025-02-21,F03,F02,P092,58.0,EU to EU Internal
STO04855,2025-02-16,F03,F02,P093,69.0,EU to EU Internal
STO04856,2025-02-08,F03,F02,P094,70.0,EU to EU Internal
STO04857,2025-02-15,F03,F02,P095,69.0,EU to EU Internal
STO04858,2025-02-17,F03,F02,P096,47.0,EU to EU Internal
STO04859,2025-02-13,F03,F02,P097,107.0,EU to EU Internal
STO04860,2025-02-08,F03,F02,P098,2.0,EU to EU Internal
STO04861,2025-02-21,F03,F02,P099,29.0,EU to EU Internal
STO04862,2025-02-14,F03,F02,P100,51.0,EU to EU Internal
STO04863,2025-02-20,F03,F04,P001,60.0,EU to EU Internal
STO04864,2025-02-12,F03,F04,P002,94.0,EU to EU Internal
STO04865,2025-02-09,F03,F04,P003,77.0,EU to EU Internal
STO04866,2025-02-17,F03,F04,P004,138.0,EU to EU Internal
STO04867,2025-02-17,F03,F04,P005,42.0,EU to EU Internal
STO04868,2025-02-18,F03,F04,P006,18.0,EU to EU Internal
STO04869,2025-02-10,F03,F04,P007,35.0,EU to EU Internal
STO04870,2025-02-19,F03,F04,P008,18.0,EU to EU Internal
STO04871,2025-02-10,F03,F04,P009,26.0,EU to EU Internal
STO04872,2025-02-21,F03,F04,P010,63.0,EU to EU Internal
STO04873,2025-02-20,F03,F04,P011,11.0,EU to EU Internal
STO04874,2025-02-17,F03,F04,P012,50.0,EU to EU Internal
STO04875,2025-02-15,F03,F04,P013,120.0,EU to EU Internal
STO04876,2025-02-13,F03,F04,P014,44.0,EU to EU Internal
STO04877,2025-02-11,F03,F04,P015,95.0,EU to EU Internal
STO04878,2025-02-19,F03,F04,P016,209.0,EU to EU Internal
STO04879,2025-02-16,F03,F04,P018,87.0,EU to EU Internal
STO04880,2025-02-17,F03,F04,P019,134.0,EU to EU Internal
STO04881,2025-02-19,F03,F04,P020,129.0,EU to EU Internal
STO04882,2025-02-10,F03,F04,P021,34.0,EU to EU Internal
STO04883,2025-02-13,F03,F04,P022,74.0,EU to EU Internal
STO04884,2025-02-13,F03,F04,P023,74.0,EU to EU Internal
STO04885,2025-02-20,F03,F04,P024,39.0,EU to EU Internal
STO04886,2025-02-20,F03,F04,P025,14.0,EU to EU Internal
STO04887,2025-02-20,F03,F04,P026,60.0,EU to EU Internal
STO04888,2025-02-09,F03,F04,P027,184.0,EU to EU Internal
STO04889,2025-02-11,F03,F04,P028,101.0,EU to EU Internal
STO04890,2025-02-12,F03,F04,P029,135.0,EU to EU Internal
STO04891,2025-02-20,F03,F04,P030,196.0,EU to EU Internal
STO04892,2025-02-08,F03,F04,P031,70.0,EU to EU Internal
STO04893,2025-02-21,F03,F04,P032,69.0,EU to EU Internal
STO04894,2025-02-14,F03,F04,P033,39.0,EU to EU Internal
STO04895,2025-02-10,F03,F04,P034,50.0,EU to EU Internal
STO04896,2025-02-21,F03,F04,P035,22.0,EU to EU Internal
STO04897,2025-02-11,F03,F04,P036,85.0,EU to EU Internal
STO04898,2025-02-17,F03,F04,P037,67.0,EU to EU Internal
STO04899,2025-02-20,F03,F04,P038,104.0,EU to EU Internal
STO04900,2025-02-11,F03,F04,P039,38.0,EU to EU Internal
STO04901,2025-02-08,F03,F04,P040,94.0,EU to EU Internal
STO04902,2025-02-18,F03,F04,P041,21.0,EU to EU Internal
STO04903,2025-02-12,F03,F04,P042,67.0,EU to EU Internal
STO04904,2025-02-16,F03,F04,P043,108.0,EU to EU Internal
STO04905,2025-02-10,F03,F04,P044,26.0,EU to EU Internal
STO04906,2025-02-10,F03,F04,P045,58.0,EU to EU Internal
STO04907,2025-02-13,F03,F04,P046,88.0,EU to EU Internal
STO04908,2025-02-12,F03,F04,P047,92.0,EU to EU Internal
STO04909,2025-02-13,F03,F04,P048,50.0,EU to EU Internal
STO04910,2025-02-20,F03,F04,P049,40.0,EU to EU Internal
STO04911,2025-02-14,F03,F04,P050,94.0,EU to EU Internal
STO04912,2025-02-10,F03,F04,P051,147.0,EU to EU Internal
STO04913,2025-02-16,F03,F04,P052,123.0,EU to EU Internal
STO04914,2025-02-08,F03,F04,P053,97.0,EU to EU Internal
STO04915,2025-02-18,F03,F04,P054,33.0,EU to EU Internal
STO04916,2025-02-19,F03,F04,P055,23.0,EU to EU Internal
STO04917,2025-02-18,F03,F04,P056,123.0,EU to EU Internal
STO04918,2025-02-09,F03,F04,P057,148.0,EU to EU Internal
STO04919,2025-02-11,F03,F04,P058,121.0,EU to EU Internal
STO04920,2025-02-16,F03,F04,P059,93.0,EU to EU Internal
STO04921,2025-02-12,F03,F04,P060,23.0,EU to EU Internal
STO04922,2025-02-19,F03,F04,P061,127.0,EU to EU Internal
STO04923,2025-02-09,F03,F04,P062,95.0,EU to EU Internal
STO04924,2025-02-18,F03,F04,P063,95.0,EU to EU Internal
STO04925,2025-02-17,F03,F04,P064,81.0,EU to EU Internal
STO04926,2025-02-15,F03,F04,P065,78.0,EU to EU Internal
STO04927,2025-02-21,F03,F04,P066,6.0,EU to EU Internal
STO04928,2025-02-21,F03,F04,P067,11.0,EU to EU Internal
STO04929,2025-02-10,F03,F04,P068,3.0,EU to EU Internal
STO04930,2025-02-11,F03,F04,P069,27.0,EU to EU Internal
STO04931,2025-02-09,F03,F04,P070,77.0,EU to EU Internal
STO04932,2025-02-21,F03,F04,P071,106.0,EU to EU Internal
STO04933,2025-02-08,F03,F04,P072,57.0,EU to EU Internal
STO04934,2025-02-13,F03,F04,P073,143.0,EU to EU Internal
STO04935,2025-02-21,F03,F04,P074,29.0,EU to EU Internal
STO04936,2025-02-08,F03,F04,P075,36.0,EU to EU Internal
STO04937,2025-02-18,F03,F04,P076,62.0,EU to EU Internal
STO04938,2025-02-13,F03,F04,P077,147.0,EU to EU Internal
STO04939,2025-02-16,F03,F04,P078,21.0,EU to EU Internal
STO04940,2025-02-20,F03,F04,P079,72.0,EU to EU Internal
STO04941,2025-02-14,F03,F04,P080,26.0,EU to EU Internal
STO04942,2025-02-10,F03,F04,P081,143.0,EU to EU Internal
STO04943,2025-02-12,F03,F04,P082,187.0,EU to EU Internal
STO04944,2025-02-12,F03,F04,P083,7.0,EU to EU Internal
STO04945,2025-02-20,F03,F04,P084,124.0,EU to EU Internal
STO04946,2025-02-15,F03,F04,P085,136.0,EU to EU Internal
STO04947,2025-02-13,F03,F04,P086,23.0,EU to EU Internal
STO04948,2025-02-14,F03,F04,P087,125.0,EU to EU Internal
STO04949,2025-02-12,F03,F04,P088,87.0,EU to EU Internal
STO04950,2025-02-20,F03,F04,P089,27.0,EU to EU Internal
STO04951,2025-02-16,F03,F04,P091,118.0,EU to EU Internal
STO04952,2025-02-14,F03,F04,P092,101.0,EU to EU Internal
STO04953,2025-02-19,F03,F04,P093,89.0,EU to EU Internal
STO04954,2025-02-21,F03,F04,P094,278.0,EU to EU Internal
STO04955,2025-02-14,F03,F04,P095,58.0,EU to EU Internal
STO04956,2025-02-12,F03,F04,P096,66.0,EU to EU Internal
STO04957,2025-02-15,F03,F04,P097,211.0,EU to EU Internal
STO04958,2025-02-11,F03,F04,P098,172.0,EU to EU Internal
STO04959,2025-02-11,F03,F04,P099,222.0,EU to EU Internal
STO04960,2025-02-20,F03,F04,P100,10.0,EU to EU Internal
STO04961,2025-02-19,F01,F05,P002,10.0,EU to EU Internal
STO04962,2025-02-15,F01,F05,P003,24.0,EU to EU Internal
STO04963,2025-02-15,F01,F05,P005,26.0,EU to EU Internal
STO04964,2025-02-10,F01,F05,P007,10.0,EU to EU Internal
STO04965,2025-02-19,F01,F05,P008,28.0,EU to EU Internal
STO04966,2025-02-19,F01,F05,P009,48.0,EU to EU Internal
STO04967,2025-02-08,F01,F05,P010,19.0,EU to EU Internal
STO04968,2025-02-15,F01,F05,P011,71.0,EU to EU Internal
STO04969,2025-02-10,F01,F05,P012,23.0,EU to EU Internal
STO04970,2025-02-15,F01,F05,P015,102.0,EU to EU Internal
STO04971,2025-02-19,F01,F05,P017,6.0,EU to EU Internal
STO04972,2025-02-16,F01,F05,P018,18.0,EU to EU Internal
STO04973,2025-02-13,F01,F05,P019,4.0,EU to EU Internal
STO04974,2025-02-13,F01,F05,P020,63.0,EU to EU Internal
STO04975,2025-02-09,F01,F05,P021,28.0,EU to EU Internal
STO04976,2025-02-11,F01,F05,P022,19.0,EU to EU Internal
