OrderID,FacilityID,ShipToID,Date,SalesVolume,ProductID,ShipToCountry,ActualPrice
SO108029,F03,ST0143,2024-11-24,333,P053,Spain,12.12
SO108030,F03,ST0098,2024-06-06,69,P015,Belgium,338.64
SO108031,F03,ST0063,2025-05-03,421,P013,France,71.81
SO108032,F03,ST0126,2024-09-11,441,P070,Belgium,67.37
SO108033,F04,ST0105,2024-10-29,388,P085,Italy,7.68
SO108034,F03,ST0204,2025-09-16,276,P084,Spain,15.47
SO108035,F06,ST0069,2025-01-04,416,P031,Germany,338.25
SO108036,F06,ST0029,2025-02-24,352,P081,Germany,95.21
SO108037,F02,ST0213,2025-05-09,111,P027,Netherlands,96.79
SO108038,F06,ST0175,2024-09-10,212,P100,Germany,75.38
SO108039,F03,ST0125,2025-04-09,148,P070,France,55.72
SO108040,F06,ST0209,2025-08-18,179,P031,Germany,318.72
SO108041,F02,ST0193,2025-07-21,280,P061,Netherlands,78.32
SO108042,F03,ST0059,2025-06-10,434,P005,Spain,273.11
SO108043,F05,ST0071,2024-04-13,412,P034,Czech Republic,93.69
SO108044,F06,ST0220,2025-10-29,405,P044,Germany,57.02
SO108045,F04,ST0006,2024-11-05,476,P013,Italy,77.03
SO108046,F04,ST0195,2025-09-13,287,P029,Italy,86.29
SO108047,F03,ST0234,2024-06-18,320,P016,France,369.21
SO108048,F04,ST0188,2024-07-06,39,P014,Spain,85.54
SO108049,F06,ST0022,2024-04-20,399,P093,Germany,83.56
SO108050,F04,ST0059,2025-09-01,109,P061,Spain,90.41
SO108051,F01,ST0102,2024-09-21,21,P085,Germany,8.37
SO108052,F02,ST0044,2025-12-12,492,P096,Belgium,9.93
SO108053,F04,ST0072,2025-04-12,177,P071,Italy,8.82
SO108054,F06,ST0235,2025-10-01,80,P096,Germany,10.59
SO108055,F04,ST0086,2024-04-25,430,P051,Spain,8.66
SO108056,F02,ST0173,2024-05-11,347,P046,Netherlands,9.0
SO108057,F02,ST0087,2024-02-04,103,P021,Netherlands,55.64
SO108058,F05,ST0078,2025-04-27,437,P094,Czech Republic,12.33
SO108059,F01,ST0068,2024-04-06,249,P018,Germany,68.0
SO108060,F02,ST0213,2024-02-07,195,P087,Netherlands,275.57
SO108061,F03,ST0086,2025-06-16,156,P036,Spain,91.56
SO108062,F06,ST0032,2024-06-12,13,P042,Sweden,75.31
SO108063,F04,ST0164,2024-11-02,352,P013,Italy,80.59
SO108064,F03,ST0231,2024-02-21,482,P097,France,251.3
SO108065,F02,ST0005,2025-03-16,326,P086,Sweden,69.13
SO108066,F03,ST0084,2025-02-08,480,P019,France,339.61
SO108067,F06,ST0122,2025-07-13,319,P041,Germany,59.82
SO108068,F06,ST0101,2025-10-27,495,P098,Germany,13.09
SO108069,F04,ST0017,2025-02-10,355,P075,Italy,8.31
SO108070,F03,ST0018,2024-02-13,285,P041,France,68.25
SO108071,F03,ST0114,2025-12-07,208,P066,France,57.87
SO108072,F01,ST0033,2025-10-12,485,P059,Germany,82.69
SO108073,F03,ST0191,2025-01-24,468,P092,France,90.46
SO108074,F03,ST0090,2025-12-07,253,P067,France,54.02
SO108075,F01,ST0242,2024-09-03,130,P017,Germany,67.37
SO108076,F03,ST0226,2024-08-17,324,P009,Belgium,59.56
SO108077,F01,ST0029,2025-07-16,328,P081,Germany,92.98
SO108078,F03,ST0104,2025-03-09,349,P042,France,72.32
SO108079,F02,ST0131,2025-08-16,197,P047,Belgium,83.68
SO108080,F03,ST0027,2025-11-28,493,P059,France,99.58
SO108081,F06,ST0016,2025-01-13,412,P084,Germany,15.75
SO108082,F06,ST0128,2024-02-26,57,P096,Germany,10.31
SO108083,F03,ST0088,2025-09-19,380,P080,France,72.42
SO108084,F04,ST0182,2024-01-14,333,P050,Italy,85.8
SO108085,F04,ST0124,2024-09-28,133,P028,Italy,83.15
SO108086,F04,ST0058,2025-12-16,44,P026,Italy,14.53
SO108087,F02,ST0023,2025-07-16,288,P058,Belgium,86.12
SO108088,F03,ST0106,2025-04-16,411,P083,France,50.03
SO108089,F01,ST0003,2025-03-26,70,P077,Germany,67.76
SO108090,F01,ST0216,2024-05-04,385,P068,Germany,58.83
SO108091,F03,ST0190,2024-11-16,196,P065,Spain,107.31
SO108092,F03,ST0225,2024-03-24,261,P055,France,61.39
SO108093,F02,ST0055,2025-03-19,320,P077,Netherlands,79.85
SO108094,F01,ST0067,2025-02-09,119,P065,Germany,92.55
SO108095,F02,ST0089,2025-08-05,426,P040,Belgium,12.24
SO108096,F03,ST0238,2024-12-17,106,P085,France,8.34
SO108097,F01,ST0107,2025-10-10,328,P022,Germany,8.78
SO108098,F05,ST0119,2024-10-07,179,P003,Czech Republic,101.48
SO108099,F03,ST0163,2025-11-19,493,P084,Spain,14.93
SO108100,F03,ST0104,2024-10-28,371,P095,France,107.71
SO108101,F06,ST0050,2024-12-17,72,P011,Sweden,65.62
SO108102,F01,ST0152,2025-09-08,484,P001,Germany,13.35
SO108103,F03,ST0125,2025-04-04,428,P017,France,52.58
SO108104,F03,ST0090,2025-11-08,270,P013,France,69.58
SO108105,F04,ST0099,2025-12-28,279,P018,Spain,80.32
SO108106,F03,ST0021,2025-09-30,292,P092,France,94.27
SO108107,F03,ST0096,2024-10-08,494,P007,France,72.45
SO108108,F04,ST0249,2025-06-11,460,P046,Spain,10.95
SO108109,F03,ST0056,2025-07-15,316,P061,France,88.1
SO108110,F03,ST0191,2025-01-06,488,P086,France,67.29
SO108111,F04,ST0210,2024-04-07,310,P027,Italy,88.78
SO108112,F02,ST0222,2025-02-16,18,P079,Netherlands,86.86
SO108113,F03,ST0089,2025-10-08,454,P056,Belgium,9.32
SO108114,F01,ST0037,2024-12-01,245,P100,Germany,76.98
SO108115,F03,ST0183,2025-01-17,264,P088,Belgium,391.89
SO108116,F01,ST0092,2025-05-13,289,P066,Germany,51.0
SO108117,F06,ST0067,2024-01-11,213,P037,Germany,8.97
SO108118,F06,ST0206,2025-11-23,85,P094,Sweden,16.08
SO108119,F03,ST0046,2025-11-15,293,P003,France,109.52
SO108120,F03,ST0163,2025-09-21,251,P018,Spain,73.95
SO108121,F03,ST0106,2025-07-18,189,P033,France,49.59
SO108122,F03,ST0201,2025-08-05,304,P016,France,382.09
SO108123,F02,ST0074,2024-01-08,293,P069,Netherlands,55.16
SO108124,F02,ST0060,2024-01-29,190,P076,Netherlands,63.46
SO108125,F03,ST0063,2024-07-22,85,P017,France,65.23
SO108126,F01,ST0011,2024-07-13,196,P073,Germany,9.78
SO108127,F03,ST0231,2025-03-05,243,P051,France,7.97
SO108128,F03,ST0240,2024-01-20,121,P013,France,81.3
SO108129,F01,ST0236,2024-07-19,461,P074,Germany,61.01
SO108130,F03,ST0098,2025-01-03,350,P085,Belgium,8.66
SO108131,F02,ST0200,2024-09-25,55,P030,Belgium,73.96
SO108132,F03,ST0238,2025-07-07,87,P063,France,90.24
SO108133,F05,ST0119,2025-02-05,364,P084,Czech Republic,15.9
SO108134,F04,ST0123,2024-05-23,200,P053,Spain,11.31
SO108135,F01,ST0224,2025-12-15,251,P014,Germany,83.47
SO108136,F04,ST0156,2024-06-05,37,P056,Spain,8.76
SO108137,F03,ST0007,2025-01-08,214,P079,France,97.66
SO108138,F03,ST0190,2024-05-28,54,P072,Spain,8.98
SO108139,F03,ST0021,2025-10-16,429,P062,France,81.88
SO108140,F03,ST0130,2025-03-23,308,P060,France,58.49
SO108141,F04,ST0135,2025-10-17,41,P099,Italy,14.16
SO108142,F02,ST0044,2025-01-14,203,P091,Belgium,73.24
SO108143,F03,ST0231,2025-07-23,25,P080,France,66.09
SO108144,F03,ST0245,2024-07-21,288,P086,France,60.4
SO108145,F03,ST0001,2024-05-14,297,P067,France,58.53
SO108146,F04,ST0187,2025-01-23,35,P013,Italy,83.76
SO108147,F01,ST0101,2025-06-09,345,P009,Germany,69.35
SO108148,F03,ST0019,2024-04-12,124,P095,Spain,94.74
SO108149,F04,ST0017,2024-02-13,170,P051,Italy,7.94
SO108150,F06,ST0233,2024-06-15,450,P051,Germany,8.9
SO108151,F06,ST0227,2024-10-24,249,P057,Germany,15.28
SO108152,F04,ST0059,2024-02-14,381,P046,Spain,10.75
SO108153,F04,ST0195,2025-01-20,187,P071,Italy,10.47
SO108154,F04,ST0182,2024-07-15,104,P095,Italy,87.3
SO108155,F04,ST0095,2024-07-20,99,P026,Italy,14.95
SO108156,F03,ST0090,2024-12-21,292,P033,France,55.19
SO108157,F04,ST0172,2025-11-26,299,P003,Italy,94.69
SO108158,F02,ST0206,2024-07-11,439,P018,Sweden,71.94
SO108159,F03,ST0019,2024-12-18,416,P056,Spain,8.92
SO108160,F04,ST0237,2024-05-06,433,P032,Italy,9.53
SO108161,F03,ST0106,2024-09-22,357,P089,France,56.1
SO108162,F06,ST0101,2024-07-09,184,P006,Germany,64.26
SO108163,F06,ST0068,2024-04-11,440,P061,Germany,80.83
SO108164,F01,ST0132,2025-10-28,305,P082,Germany,98.44
SO108165,F05,ST0071,2025-12-19,350,P038,Czech Republic,87.13
SO108166,F02,ST0151,2025-08-04,178,P065,Belgium,104.61
SO108167,F02,ST0113,2025-03-03,488,P003,Netherlands,98.23
SO108168,F04,ST0214,2025-02-12,130,P064,Italy,11.55
SO108169,F04,ST0006,2025-12-09,135,P037,Italy,10.56
SO108170,F06,ST0236,2024-08-02,328,P065,Germany,102.49
SO108171,F06,ST0097,2025-05-08,453,P008,Sweden,46.55
SO108172,F03,ST0155,2024-04-21,460,P074,France,58.07
SO108173,F02,ST0161,2025-03-28,201,P005,Netherlands,283.13
SO108174,F01,ST0148,2024-10-17,60,P046,Germany,10.62
SO108175,F04,ST0091,2024-12-16,121,P028,Italy,102.28
SO108176,F05,ST0078,2024-02-26,206,P057,Czech Republic,13.02
SO108177,F01,ST0129,2024-04-01,467,P081,Germany,88.48
SO108178,F03,ST0183,2024-07-06,424,P050,Belgium,92.76
SO108179,F02,ST0197,2024-02-19,90,P028,Netherlands,86.51
SO108180,F03,ST0028,2025-06-23,363,P054,France,66.8
SO108181,F03,ST0234,2025-04-26,474,P017,France,59.99
SO108182,F06,ST0064,2024-12-11,208,P066,Germany,66.94
SO108183,F03,ST0099,2025-05-20,476,P051,Spain,7.91
SO108184,F02,ST0161,2024-06-01,330,P046,Netherlands,10.75
SO108185,F04,ST0051,2024-09-07,460,P063,Italy,99.8
SO108186,F04,ST0041,2025-10-16,468,P085,Italy,8.6
SO108187,F01,ST0196,2025-11-05,217,P050,Germany,100.77
SO108188,F06,ST0061,2025-04-10,141,P022,Germany,8.24
SO108189,F01,ST0069,2025-12-17,148,P089,Germany,67.1
SO108190,F04,ST0237,2025-11-19,32,P046,Italy,11.56
SO108191,F01,ST0194,2024-11-05,240,P031,Germany,347.46
SO108192,F06,ST0003,2024-09-07,167,P039,Germany,45.09
SO108193,F04,ST0039,2024-08-14,426,P074,Spain,60.59
SO108194,F04,ST0212,2024-02-17,114,P030,Spain,83.41
SO108195,F03,ST0225,2025-03-14,216,P053,France,12.0
SO108196,F04,ST0143,2024-10-05,34,P094,Spain,15.39
SO108197,F04,ST0176,2025-06-26,377,P091,Italy,67.44
SO108198,F03,ST0026,2025-02-25,74,P020,France,10.69
SO108199,F03,ST0109,2024-08-04,68,P078,France,56.67
SO108200,F01,ST0216,2024-11-30,340,P058,Germany,86.02
SO108201,F03,ST0247,2024-09-07,277,P068,France,66.23
SO108202,F04,ST0202,2024-06-29,276,P031,Italy,301.21
SO108203,F03,ST0109,2025-04-04,425,P078,France,54.87
SO108204,F04,ST0237,2024-09-28,48,P011,Italy,63.82
SO108205,F04,ST0051,2025-02-18,60,P047,Italy,87.79
SO108206,F04,ST0010,2024-05-18,83,P081,Italy,87.01
SO108207,F02,ST0173,2025-03-27,217,P069,Netherlands,46.68
SO108208,F01,ST0102,2025-11-06,238,P081,Germany,93.41
SO108209,F02,ST0131,2025-10-25,464,P005,Belgium,293.86
SO108210,F01,ST0186,2025-04-11,452,P064,Germany,9.12
SO108211,F05,ST0248,2025-04-23,495,P008,Czech Republic,42.32
SO108212,F03,ST0034,2025-01-05,276,P078,France,61.32
SO108213,F04,ST0072,2024-08-24,296,P079,Italy,89.58
SO108214,F02,ST0197,2025-09-13,258,P001,Netherlands,13.38
SO108215,F03,ST0100,2024-10-08,105,P082,France,105.12
SO108216,F06,ST0224,2024-03-29,147,P050,Germany,86.3
SO108217,F03,ST0226,2025-05-19,14,P047,Belgium,68.08
SO108218,F04,ST0094,2024-05-22,271,P096,Italy,8.88
SO108219,F06,ST0242,2024-04-19,418,P096,Germany,9.69
SO108220,F01,ST0242,2025-10-17,107,P081,Germany,97.49
SO108221,F03,ST0240,2025-10-26,16,P067,France,62.31
SO108222,F06,ST0016,2024-06-29,169,P062,Germany,74.84
SO108223,F03,ST0203,2025-10-23,330,P057,Spain,15.95
SO108224,F03,ST0059,2025-03-27,338,P005,Spain,282.5
SO108225,F04,ST0038,2024-03-07,66,P064,Spain,10.28
SO108226,F06,ST0030,2024-11-18,447,P001,Germany,15.73
SO108227,F04,ST0157,2024-08-19,363,P052,Italy,12.92
SO108228,F04,ST0214,2025-11-19,109,P094,Italy,15.72
SO108229,F06,ST0129,2025-03-24,211,P052,Germany,12.86
SO108230,F04,ST0038,2025-07-03,24,P051,Spain,8.19
SO108231,F05,ST0054,2024-10-05,152,P096,Czech Republic,10.75
SO108232,F05,ST0071,2024-04-04,362,P030,Czech Republic,72.26
SO108233,F06,ST0133,2025-01-22,88,P032,Germany,10.77
SO108234,F02,ST0183,2025-12-01,165,P044,Belgium,65.1
SO108235,F06,ST0069,2025-04-05,242,P031,Germany,306.69
SO108236,F03,ST0043,2024-07-20,163,P009,France,66.22
SO108237,F03,ST0145,2025-08-30,196,P052,France,12.56
SO108238,F03,ST0021,2025-12-01,266,P007,France,75.35
SO108239,F04,ST0190,2025-10-30,170,P072,Spain,10.08
SO108240,F03,ST0028,2024-11-12,176,P030,France,86.47
SO108241,F04,ST0195,2024-11-27,75,P058,Italy,88.26
SO108242,F04,ST0121,2025-07-03,433,P099,Spain,12.63
SO108243,F05,ST0054,2025-03-13,105,P035,Czech Republic,79.39
SO108244,F01,ST0116,2024-02-15,495,P018,Germany,80.93
SO108245,F04,ST0212,2024-09-23,427,P030,Spain,82.36
SO108246,F03,ST0026,2025-03-18,468,P003,France,93.16
SO108247,F04,ST0189,2025-12-05,422,P007,Italy,78.45
SO108248,F04,ST0171,2024-12-05,408,P028,Italy,100.23
SO108249,F04,ST0091,2024-04-04,447,P092,Italy,87.51
SO108250,F04,ST0082,2024-12-13,431,P018,Italy,83.05
SO108251,F04,ST0091,2024-04-01,60,P018,Italy,69.53
SO108252,F03,ST0014,2024-08-07,38,P100,France,74.47
SO108253,F03,ST0086,2024-06-18,243,P084,Spain,15.65
SO108254,F02,ST0023,2025-11-19,195,P089,Belgium,69.03
SO108255,F06,ST0030,2024-03-14,77,P081,Germany,87.06
SO108256,F04,ST0012,2025-11-19,115,P019,Italy,346.31
SO108257,F04,ST0182,2025-08-26,165,P062,Italy,67.93
SO108258,F02,ST0020,2025-08-30,402,P010,Sweden,88.71
SO108259,F04,ST0079,2024-05-25,478,P014,Italy,84.36
SO108260,F04,ST0012,2025-07-09,206,P007,Italy,62.05
SO108261,F03,ST0190,2025-08-29,146,P072,Spain,9.57
SO108262,F04,ST0171,2025-03-26,34,P020,Italy,10.92
SO108263,F04,ST0229,2025-07-31,253,P087,Italy,263.7
SO108264,F01,ST0037,2024-12-10,445,P100,Germany,80.92
SO108265,F04,ST0051,2024-11-01,132,P031,Italy,325.6
SO108266,F03,ST0163,2025-11-18,85,P084,Spain,15.16
SO108267,F03,ST0090,2025-07-04,62,P053,France,10.39
SO108268,F03,ST0114,2025-04-21,61,P066,France,52.3
SO108269,F04,ST0187,2024-04-13,42,P099,Italy,12.53
SO108270,F06,ST0224,2025-01-03,226,P044,Germany,59.11
SO108271,F02,ST0243,2025-12-27,427,P013,Netherlands,77.45
SO108272,F03,ST0096,2025-01-08,128,P051,France,8.83
SO108273,F01,ST0128,2025-03-20,392,P069,Germany,55.22
SO108274,F04,ST0095,2024-04-03,69,P098,Italy,12.02
SO108275,F03,ST0093,2025-09-27,466,P003,France,106.51
SO108276,F04,ST0188,2024-07-24,349,P072,Spain,9.96
SO108277,F02,ST0126,2024-06-15,327,P003,Belgium,100.54
SO108278,F06,ST0246,2024-01-25,420,P098,Germany,12.88
SO108279,F02,ST0126,2024-11-05,95,P003,Belgium,107.1
SO108280,F02,ST0213,2024-12-22,359,P045,Netherlands,83.84
SO108281,F01,ST0062,2024-10-18,341,P047,Germany,88.66
SO108282,F04,ST0212,2024-03-29,373,P095,Spain,100.74
SO108283,F03,ST0234,2025-05-01,294,P022,France,7.55
SO108284,F03,ST0098,2025-11-03,269,P085,Belgium,8.69
SO108285,F06,ST0184,2025-04-25,154,P041,Germany,59.57
SO108286,F02,ST0243,2025-01-29,71,P047,Netherlands,83.68
SO108287,F05,ST0077,2024-06-10,190,P020,Czech Republic,10.93
SO108288,F01,ST0003,2025-12-20,364,P033,Germany,55.36
SO108289,F03,ST0212,2025-09-06,320,P081,Spain,94.25
SO108290,F04,ST0171,2025-11-05,173,P028,Italy,100.46
SO108291,F03,ST0174,2025-11-05,163,P065,France,93.66
SO108292,F06,ST0117,2024-08-24,476,P095,Sweden,90.52
SO108293,F06,ST0061,2024-11-02,12,P053,Germany,12.43
SO108294,F03,ST0162,2024-07-23,395,P099,France,12.71
SO108295,F04,ST0230,2024-11-01,492,P010,Italy,92.2
SO108296,F03,ST0247,2025-06-05,44,P029,France,82.68
SO108297,F02,ST0060,2024-10-07,487,P001,Netherlands,14.02
SO108298,F01,ST0219,2024-04-25,100,P028,Germany,77.89
SO108299,F02,ST0044,2024-01-21,433,P040,Belgium,11.83
SO108300,F02,ST0161,2025-06-11,284,P005,Netherlands,297.51
SO108301,F06,ST0029,2024-12-31,361,P100,Germany,76.54
SO108302,F01,ST0120,2025-01-11,59,P049,Germany,53.9
SO108303,F04,ST0230,2024-04-08,407,P075,Italy,8.2
SO108304,F03,ST0198,2024-01-20,264,P068,France,63.12
SO108305,F03,ST0112,2024-01-15,42,P011,France,66.57
SO108306,F03,ST0085,2025-02-22,256,P097,France,273.92
SO108307,F03,ST0048,2024-02-26,278,P002,France,87.49
SO108308,F04,ST0017,2024-11-06,443,P002,Italy,84.07
SO108309,F03,ST0027,2024-03-09,280,P039,France,51.27
SO108310,F03,ST0008,2025-04-03,167,P043,France,73.0
SO108311,F03,ST0088,2024-10-09,60,P079,France,95.05
SO108312,F03,ST0156,2025-10-18,233,P050,Spain,100.46
SO108313,F04,ST0118,2025-11-08,334,P036,Spain,100.27
SO108314,F04,ST0059,2024-01-07,438,P025,Spain,376.42
SO108315,F04,ST0190,2024-10-02,434,P003,Spain,101.44
SO108316,F03,ST0039,2025-07-13,210,P075,Spain,9.53
SO108317,F03,ST0106,2025-08-21,415,P077,France,67.62
SO108318,F04,ST0144,2024-07-31,394,P051,Italy,8.48
SO108319,F03,ST0098,2025-11-09,313,P015,Belgium,379.23
SO108320,F04,ST0188,2024-03-16,399,P040,Spain,11.8
SO108321,F04,ST0208,2024-09-06,339,P084,Italy,14.55
SO108322,F04,ST0228,2024-08-10,242,P030,Italy,81.3
SO108323,F04,ST0208,2025-12-10,253,P033,Italy,56.13
SO108324,F06,ST0101,2025-12-26,17,P070,Germany,71.69
SO108325,F02,ST0160,2024-01-22,210,P092,Netherlands,103.84
SO108326,F02,ST0055,2025-05-09,162,P061,Netherlands,84.82
SO108327,F03,ST0241,2025-12-04,402,P037,France,9.84
SO108328,F06,ST0035,2024-02-21,107,P010,Germany,88.81
SO108329,F06,ST0179,2025-12-24,401,P041,Germany,70.21
SO108330,F01,ST0239,2024-08-22,266,P060,Germany,63.7
SO108331,F03,ST0245,2025-04-30,483,P089,France,52.45
SO108332,F02,ST0200,2024-02-20,279,P062,Belgium,76.87
SO108333,F06,ST0103,2024-07-29,147,P045,Germany,73.25
SO108334,F03,ST0130,2024-05-11,405,P071,France,8.58
SO108335,F03,ST0211,2025-02-16,391,P009,France,66.4
SO108336,F04,ST0017,2024-11-21,121,P071,Italy,8.55
SO108337,F04,ST0212,2024-12-10,245,P003,Spain,106.0
SO108338,F06,ST0030,2025-03-08,355,P001,Germany,14.54
SO108339,F03,ST0241,2025-11-14,315,P009,France,68.83
SO108340,F04,ST0072,2024-06-20,66,P055,Italy,57.93
SO108341,F04,ST0228,2024-05-09,285,P030,Italy,74.29
SO108342,F02,ST0244,2024-02-08,431,P060,Belgium,58.81
SO108343,F06,ST0092,2024-08-07,290,P079,Germany,81.05
SO108344,F06,ST0235,2024-11-12,466,P067,Germany,64.15
SO108345,F06,ST0134,2025-02-19,104,P045,Germany,85.64
SO108346,F04,ST0124,2024-10-06,348,P028,Italy,88.28
SO108347,F05,ST0078,2024-01-10,397,P025,Czech Republic,327.08
SO108348,F03,ST0240,2025-06-17,44,P090,France,58.71
SO108349,F06,ST0175,2025-04-08,24,P068,Germany,61.15
SO108350,F04,ST0010,2024-11-15,302,P005,Italy,318.69
SO108351,F03,ST0198,2024-09-12,410,P062,France,78.54
SO108352,F01,ST0232,2025-12-19,260,P095,Germany,100.86
SO108353,F02,ST0160,2024-06-20,321,P019,Netherlands,396.08
SO108354,F04,ST0065,2024-05-12,293,P052,Italy,10.9
SO108355,F01,ST0064,2025-04-17,202,P007,Germany,67.72
SO108356,F03,ST0174,2025-11-20,204,P021,France,51.66
SO108357,F04,ST0079,2024-05-06,170,P058,Italy,79.64
SO108358,F04,ST0144,2024-11-19,238,P076,Italy,70.97
SO108359,F05,ST0053,2025-09-01,471,P087,Czech Republic,229.93
SO108360,F03,ST0125,2025-04-09,452,P042,France,62.23
SO108361,F04,ST0230,2024-10-05,410,P039,Italy,48.79
SO108362,F01,ST0029,2024-02-27,200,P100,Germany,74.48
SO108363,F03,ST0190,2024-10-17,356,P048,Spain,13.43
SO108364,F01,ST0068,2025-02-03,243,P096,Germany,10.46
SO108365,F01,ST0103,2024-04-11,91,P076,Germany,56.88
SO108366,F03,ST0018,2025-05-22,346,P079,France,92.03
SO108367,F04,ST0142,2024-04-16,192,P098,Italy,12.34
SO108368,F04,ST0208,2024-10-14,392,P047,Italy,78.82
SO108369,F04,ST0002,2025-11-12,331,P057,Spain,15.62
SO108370,F04,ST0118,2024-02-18,475,P032,Spain,10.49
SO108371,F02,ST0140,2025-05-27,59,P010,Netherlands,94.56
SO108372,F03,ST0023,2025-04-22,152,P058,Belgium,81.33
SO108373,F02,ST0213,2025-07-29,151,P065,Netherlands,100.93
SO108374,F02,ST0158,2025-05-24,450,P079,Netherlands,75.61
SO108375,F05,ST0054,2025-03-28,342,P009,Czech Republic,69.98
SO108376,F06,ST0073,2024-02-26,467,P061,Germany,94.61
SO108377,F06,ST0049,2025-03-16,117,P001,Germany,15.31
SO108378,F06,ST0216,2025-09-15,259,P068,Germany,62.3
SO108379,F01,ST0047,2025-06-10,452,P083,Germany,54.84
SO108380,F04,ST0144,2024-04-04,363,P045,Italy,77.06
SO108381,F04,ST0095,2025-10-16,471,P098,Italy,13.42
SO108382,F04,ST0105,2025-11-02,121,P051,Italy,7.99
SO108383,F01,ST0062,2025-09-25,209,P013,Germany,75.1
SO108384,F04,ST0105,2024-06-08,158,P013,Italy,65.3
SO108385,F02,ST0098,2025-03-09,472,P091,Belgium,70.34
SO108386,F02,ST0074,2024-08-05,19,P070,Netherlands,61.53
SO108387,F01,ST0062,2024-09-12,100,P044,Germany,63.53
SO108388,F06,ST0133,2024-03-29,256,P048,Germany,13.26
SO108389,F03,ST0174,2024-04-08,316,P069,France,46.96
SO108390,F04,ST0002,2025-12-04,281,P079,Spain,102.67
SO108391,F03,ST0100,2025-09-26,288,P062,France,84.15
SO108392,F06,ST0022,2024-06-06,264,P064,Germany,10.22
SO108393,F02,ST0140,2025-09-25,355,P024,Netherlands,94.76
SO108394,F02,ST0244,2025-10-06,81,P060,Belgium,60.44
SO108395,F03,ST0238,2024-04-19,294,P043,France,67.58
SO108396,F02,ST0074,2025-09-08,344,P014,Netherlands,82.81
SO108397,F03,ST0007,2024-05-26,468,P055,France,56.94
SO108398,F02,ST0173,2025-11-19,315,P005,Netherlands,269.02
SO108399,F03,ST0247,2025-06-11,466,P006,France,63.32
SO108400,F03,ST0100,2025-03-21,185,P082,France,97.1
SO108401,F04,ST0006,2024-08-24,133,P045,Italy,79.63
SO108402,F04,ST0229,2024-03-18,401,P062,Italy,76.11
SO108403,F04,ST0009,2025-12-17,232,P058,Italy,84.98
SO108404,F02,ST0158,2025-11-10,233,P049,Netherlands,45.6
SO108405,F05,ST0024,2024-04-06,212,P091,Czech Republic,68.02
SO108406,F04,ST0229,2024-03-14,387,P002,Italy,88.49
SO108407,F04,ST0139,2025-10-23,233,P075,Spain,9.18
SO108408,F01,ST0132,2024-05-18,178,P045,Germany,74.38
SO108409,F01,ST0194,2025-02-14,425,P002,Germany,94.38
SO108410,F06,ST0179,2025-10-14,377,P088,Germany,401.3
SO108411,F01,ST0011,2024-09-23,195,P089,Germany,62.24
SO108412,F03,ST0104,2025-04-20,324,P095,France,99.38
SO108413,F01,ST0049,2024-06-16,243,P011,Germany,63.19
SO108414,F02,ST0206,2024-02-27,384,P037,Sweden,10.29
SO108415,F01,ST0181,2025-07-29,250,P082,Germany,89.3
SO108416,F04,ST0038,2025-06-10,39,P026,Spain,13.81
SO108417,F06,ST0179,2025-10-12,461,P013,Germany,80.03
SO108418,F01,ST0216,2024-12-20,81,P068,Germany,64.69
SO108419,F04,ST0118,2025-07-15,367,P045,Spain,86.6
SO108420,F06,ST0108,2024-11-04,337,P022,Germany,8.67
SO108421,F03,ST0018,2025-01-31,432,P028,France,100.93
SO108422,F03,ST0039,2025-05-21,337,P064,Spain,10.91
SO108423,F02,ST0173,2024-06-30,365,P095,Netherlands,88.82
SO108424,F02,ST0173,2024-09-07,191,P064,Netherlands,10.22
SO108425,F06,ST0015,2024-09-20,124,P065,Germany,106.47
SO108426,F05,ST0115,2025-10-03,216,P087,Czech Republic,260.11
SO108427,F05,ST0248,2025-01-04,109,P097,Czech Republic,256.2
SO108428,F04,ST0166,2025-12-01,491,P020,Italy,12.06
SO108429,F06,ST0159,2025-12-25,182,P009,Germany,77.37
SO108430,F03,ST0056,2024-03-20,295,P067,France,59.54
SO108431,F06,ST0102,2024-08-04,498,P086,Germany,68.76
SO108432,F04,ST0188,2025-09-29,415,P001,Spain,16.21
SO108433,F06,ST0064,2025-10-29,111,P006,Germany,70.81
SO108434,F03,ST0249,2025-04-03,157,P043,Spain,72.83
SO108435,F01,ST0035,2025-07-19,29,P019,Germany,360.92
SO108436,F04,ST0228,2025-03-27,220,P071,Italy,9.38
SO108437,F03,ST0155,2024-11-03,411,P030,France,85.88
SO108438,F03,ST0226,2025-05-19,497,P041,Belgium,51.99
SO108439,F04,ST0204,2025-04-17,403,P059,Spain,87.19
SO108440,F04,ST0218,2024-02-11,59,P065,Spain,107.35
SO108441,F03,ST0046,2025-02-03,188,P038,France,86.22
SO108442,F02,ST0161,2024-10-31,309,P100,Netherlands,78.35
SO108443,F03,ST0106,2024-08-18,80,P083,France,52.34
SO108444,F04,ST0169,2024-10-08,247,P003,Spain,103.09
SO108445,F04,ST0182,2024-10-26,281,P056,Italy,7.79
SO108446,F04,ST0204,2025-11-21,382,P084,Spain,15.82
SO108447,F03,ST0088,2024-04-20,474,P079,France,88.78
SO108448,F01,ST0030,2024-11-27,215,P001,Germany,16.11
SO108449,F05,ST0115,2024-09-23,197,P005,Czech Republic,277.01
SO108450,F04,ST0058,2025-12-07,124,P087,Italy,268.02
SO108451,F03,ST0046,2024-12-31,60,P017,France,70.34
